Symbol,Category_cl
NPY2R-AS1,lncRNA
NPY4R,Protein Coding
NPY4R2,Protein Coding
NPY5R,Protein Coding
NPY6R,Pseudogene
NQO1,Protein Coding
NQO1-DT,lncRNA
NQO2,Protein Coding
NQO2-AS1,lncRNA
NR1D1,TF
NR1D2,TF
NR1H2,TF
NR1H3,TF
NR1H4,TF
NR1H5P,Pseudogene
NR1I2,TF
NR1I3,TF
NR1I4,other
NR2C1,TF
NR2C2,TF
NR2C2AP,Protein Coding
NR2E1,TF
NR2E3,TF
NR2F1,TF
NR2F1-AS1,lncRNA
NR2F2,TF
NR2F2-AS1,lncRNA
NR2F6,TF
NR3C1,TF
NR3C1P1,Pseudogene
NR3C2,TF
NR4A1,TF
NR4A1AS,lncRNA
NR4A2,TF
NR4A3,TF
NR5A1,TF
NR5A2,TF
NR6A1,TF
NRAD1,lncRNA
NRADDP,Pseudogene
NRAP,Protein Coding
NRARP,Protein Coding
NRAS,Protein Coding
NRAV,lncRNA
NR0B1,TF
NR0B2,TF
NRBF2,TF
NRBF2P1,Pseudogene
NRBF2P2,Pseudogene
NRBF2P3,Pseudogene
NRBF2P4,Pseudogene
NRBF2P5,Pseudogene
NRBF2P6,Pseudogene
NRBP1,Protein Coding
NRBP2,Protein Coding
NRCAM,Protein Coding
NRDC,Protein Coding
NRDE2,Protein Coding
NREP,Protein Coding
NREP-AS1,lncRNA
NRF1,TF
NRG1,TF
NRG1-IT1,lncRNA
NRG1-IT3,lncRNA
NRG2,Protein Coding
NRG3,Protein Coding
NRG3-AS1,lncRNA
NRG4,Protein Coding
NRGN,Protein Coding
NRIP1,TF
NRIP2,TF
NRIP3,Protein Coding
NRIP3-DT,lncRNA
NRIR,lncRNA
NRK,TF
NRL,TF
NRM,Protein Coding
NRN1,Protein Coding
NRN1L,Protein Coding
NRON,lncRNA
NRP1,Protein Coding
NRP2,Protein Coding
NRROS,Protein Coding
NRSN1,Protein Coding
NRSN2,Protein Coding
NRSN2-AS1,lncRNA
NRTN,Protein Coding
NRXN1,Protein Coding
NRXN2,Protein Coding
NRXN2-AS1,lncRNA
NRXN3,Protein Coding
NSA2,Protein Coding
NSA2P1,Pseudogene
NSA2P2,Pseudogene
NSA2P3,Pseudogene
NSA2P4,Pseudogene
NSA2P5,Pseudogene
NSA2P6,Pseudogene
NSA2P7,Pseudogene
NSD1,TF
NSD2,Protein Coding
NSD3,Protein Coding
NSDHL,Protein Coding
NSF,Protein Coding
NSFL1C,Protein Coding
NSFP1,Pseudogene
NSG1,Protein Coding
NSG2,Protein Coding
NSL1,Protein Coding
NSMAF,Protein Coding
NSMCE1,Protein Coding
NSMCE1-DT,lncRNA
NSMCE2,Protein Coding
NSMCE3,Protein Coding
NSMCE4A,Protein Coding
NSMF,Protein Coding
NSRP1,Protein Coding
NSRP1P1,Pseudogene
NSUN2,Protein Coding
NSUN3,Protein Coding
NSUN4,Protein Coding
NSUN5,Protein Coding
NSUN5P1,Pseudogene
NSUN5P2,Pseudogene
NSUN6,Protein Coding
NSUN7,Protein Coding
NT5C,Protein Coding
NT5C1A,Protein Coding
NT5C1B,Protein Coding
NT5C1B-RDH14,other
NT5C2,Protein Coding
NT5C3A,Protein Coding
NT5C3AP1,Pseudogene
NT5C3AP2,Pseudogene
NT5C3B,Protein Coding
NT5CP1,Pseudogene
NT5CP2,Pseudogene
NT5CP3,Pseudogene
NT5DC1,Protein Coding
NT5DC1P1,Pseudogene
NT5DC1P2,Pseudogene
NT5DC2,Protein Coding
NT5DC3,Protein Coding
NT5DC4,Protein Coding
NT5E,Protein Coding
NT5ELP,Pseudogene
NT5M,Protein Coding
NTAN1,Protein Coding
NTAN1P1,Pseudogene
NTAN1P2,Pseudogene
NTAN1P3,Pseudogene
NTAQ1,Protein Coding
NTF3,Protein Coding
NTF4,Protein Coding
NTF6A,Pseudogene
NTF6B,Pseudogene
NTF6G,Pseudogene
NTHL1,Protein Coding
NTM,Protein Coding
NTM-AS1,lncRNA
NTM-IT,lncRNA
NTMT1,Protein Coding
NTMT2,Protein Coding
NTN1,Protein Coding
NTN3,Protein Coding
NTN4,Protein Coding
NTN5,Protein Coding
NTNG1,Protein Coding
NTNG2,Protein Coding
NTPCR,Protein Coding
NTRK1,Protein Coding
NTRK2,Protein Coding
NTRK3,Protein Coding
NTRK3-AS1,lncRNA
NTS,Protein Coding
NTSR1,Protein Coding
NTSR2,Protein Coding
NUAK1,Protein Coding
NUAK2,Protein Coding
NUB1,Protein Coding
NUBP1,Protein Coding
NUBP2,Protein Coding
NUBPL,Protein Coding
NUBPL-DT,lncRNA
NUCB1,Protein Coding
NUCB1-AS1,lncRNA
NUCB2,Protein Coding
NUCKS1,Protein Coding
NUCKS1P1,Pseudogene
NUDC,Protein Coding
NUDCD1,Protein Coding
NUDCD2,Protein Coding
NUDCD3,Protein Coding
NUDCP1,Pseudogene
NUDCP2,Pseudogene
NUDT1,Protein Coding
NUDT2,Protein Coding
NUDT3,Protein Coding
NUDT4,Protein Coding
NUDT4B,Protein Coding
NUDT4P2,Pseudogene
NUDT5,Protein Coding
NUDT6,Protein Coding
NUDT7,Protein Coding
NUDT8,Protein Coding
NUDT9,Protein Coding
NUDT9P1,Pseudogene
NUDT10,Protein Coding
NUDT11,Protein Coding
NUDT12,Protein Coding
NUDT13,Protein Coding
NUDT14,Protein Coding
NUDT15,Protein Coding
NUDT15P1,Pseudogene
NUDT15P2,Pseudogene
NUDT16,Protein Coding
NUDT16-DT,lncRNA
NUDT16L1,Protein Coding
NUDT16L2P,Pseudogene
NUDT17,Protein Coding
NUDT18,Protein Coding
NUDT19,Protein Coding
NUDT19-DT,lncRNA
NUDT19P1,Pseudogene
NUDT19P2,Pseudogene
NUDT19P3,Pseudogene
NUDT19P4,Pseudogene
NUDT19P5,Pseudogene
NUDT19P6,Pseudogene
NUDT21,Protein Coding
NUDT21P1,Pseudogene
NUDT22,Protein Coding
NUF2,Protein Coding
NUFIP1,TF
NUFIP1P1,Pseudogene
NUFIP2,Protein Coding
NUGGC,Protein Coding
NUMA1,Protein Coding
NUMB,Protein Coding
NUMBL,Protein Coding
NUP35,Protein Coding
NUP35P1,Pseudogene
NUP35P2,Pseudogene
NUP37,Protein Coding
NUP42,Protein Coding
NUP43,Protein Coding
NUP50,Protein Coding
NUP50-DT,lncRNA
NUP50P1,Pseudogene
NUP50P2,Pseudogene
NUP50P3,Pseudogene
NUP54,Protein Coding
NUP58,Protein Coding
NUP58P1,Pseudogene
NUP62,TF
NUP62CL,Protein Coding
NUP85,Protein Coding
NUP88,Protein Coding
NUP93,Protein Coding
NUP93-DT,lncRNA
NUP98,Protein Coding
NUP107,Protein Coding
NUP107-DT,lncRNA
NUP133,Protein Coding
NUP133-DT,lncRNA
NUP153,Protein Coding
NUP153-AS1,lncRNA
NUP155,Protein Coding
NUP160,Protein Coding
NUP188,Protein Coding
NUP205,Protein Coding
NUP210,Protein Coding
NUP210L,Protein Coding
NUP210P1,Pseudogene
NUP210P2,Pseudogene
NUP210P3,Pseudogene
NUP214,Protein Coding
NUPR1,TF
NUPR2,Protein Coding
NUS1,Protein Coding
NUS1P1,Pseudogene
NUS1P2,Pseudogene
NUS1P3,Pseudogene
NUS1P4,Pseudogene
NUSAP1,Protein Coding
NUTF2,Protein Coding
NUTF2P2,Pseudogene
NUTF2P3,Pseudogene
NUTF2P4,Pseudogene
NUTF2P5,Pseudogene
NUTF2P6,Pseudogene
NUTF2P7,Pseudogene
NUTF2P8,Pseudogene
NUTM1,Protein Coding
NUTM2A,Protein Coding
NUTM2A-AS1,lncRNA
NUTM2B,Protein Coding
NUTM2B-AS1,lncRNA
NUTM2D,Protein Coding
NUTM2E,Protein Coding
NUTM2F,Protein Coding
NUTM2G,Protein Coding
NUTM2HP,Pseudogene
NVL,Protein Coding
NWD1,Protein Coding
NWD2,Protein Coding
NXF1,Protein Coding
NXF2,Protein Coding
NXF2B,Protein Coding
NXF3,Protein Coding
NXF4,Pseudogene
NXF5,Protein Coding
NXN,Protein Coding
NXNL1,Protein Coding
NXNL2,Protein Coding
NXNP1,Pseudogene
NXPE1,Protein Coding
NXPE2,Protein Coding
NXPE2P1,Pseudogene
NXPE3,Protein Coding
NXPE4,Protein Coding
NXPH1,Protein Coding
NXPH2,Protein Coding
NXPH3,Protein Coding
NXPH4,Protein Coding
NXT1,Protein Coding
NXT1-AS1,lncRNA
NXT1P1,Pseudogene
NXT2,Protein Coding
NXTAR,lncRNA
NYAP1,Protein Coding
NYAP2,Protein Coding
NYNRIN,Protein Coding
NYX,Protein Coding
OACYLP,Pseudogene
OAF,Protein Coding
OARD1,Protein Coding
OAS1,Protein Coding
OAS2,Protein Coding
OAS3,Protein Coding
OASL,Protein Coding
OASL2P,Pseudogene
OAT,Protein Coding
OATP1,Pseudogene
OAZ1,Protein Coding
OAZ1P1,Pseudogene
OAZ2,Protein Coding
OAZ3,Protein Coding
OBI1,Protein Coding
OBI1-AS1,lncRNA
OBP2A,Protein Coding
OBP2B,Protein Coding
OBSCN,Protein Coding
OBSCN-AS1,lncRNA
OBSL1,Protein Coding
OC90,Protein Coding
OCA2,Protein Coding
OCEL1,Protein Coding
OCIAD1,Protein Coding
OCIAD1-AS1,lncRNA
OCIAD2,Protein Coding
OCIAD2P1,Pseudogene
OCLN,Protein Coding
OCLNP1,Pseudogene
OCM,Protein Coding
OCM2,Protein Coding
OCRL,Protein Coding
OCSTAMP,Protein Coding
ODAD1,Protein Coding
ODAD2,Protein Coding
ODAD2P1,Pseudogene
ODAD3,Protein Coding
ODAD4,Protein Coding
ODAM,Protein Coding
ODAPH,Protein Coding
ODC1,Protein Coding
ODC1-DT,lncRNA
ODCP,Pseudogene
ODF1,Protein Coding
ODF2,Protein Coding
ODF2-AS1,lncRNA
ODF2L,Protein Coding
ODF3,Protein Coding
ODF3B,Protein Coding
ODF3L1,Protein Coding
ODF3L2,Protein Coding
ODF4,Protein Coding
ODR4,Protein Coding
OFCC1,other
OFD1,Protein Coding
OFD1P1Y,Pseudogene
OFD1P2Y,Pseudogene
OFD1P3Y,Pseudogene
OFD1P4Y,Pseudogene
OFD1P5Y,Pseudogene
OFD1P6Y,Pseudogene
OFD1P7Y,Pseudogene
OFD1P8Y,Pseudogene
OFD1P9Y,Pseudogene
OFD1P10Y,Pseudogene
OFD1P11Y,Pseudogene
OFD1P12Y,Pseudogene
OFD1P13Y,Pseudogene
OFD1P14Y,Pseudogene
OFD1P15Y,Pseudogene
OFD1P16Y,Pseudogene
OFD1P17,Pseudogene
OFD1P18Y,Pseudogene
OGA,Protein Coding
OGDH,Protein Coding
OGDHL,Protein Coding
OGFOD1,Protein Coding
OGFOD1P1,Pseudogene
OGFOD2,Protein Coding
OGFOD3,Protein Coding
OGFR,Protein Coding
OGFR-AS1,lncRNA
OGFRL1,Protein Coding
OGFRP1,Pseudogene
OGG1,Protein Coding
OGN,Protein Coding
OGT,Protein Coding
OIP5,Protein Coding
OIP5-AS1,lncRNA
OIT3,Protein Coding
OLA1,Protein Coding
OLA1P1,Pseudogene
OLA1P2,Pseudogene
OLA1P3,Pseudogene
OLAH,Protein Coding
OLFM1,Protein Coding
OLFM2,Protein Coding
OLFM3,Protein Coding
OLFM4,Protein Coding
OLFM5P,Pseudogene
OLFML1,Protein Coding
OLFML2A,Protein Coding
OLFML2B,Protein Coding
OLFML3,Protein Coding
OLIG1,TF
OLIG2,TF
OLIG3,TF
OLMALINC,lncRNA
OLR1,Protein Coding
OMA1,Protein Coding
OMD,Protein Coding
OMG,Protein Coding
OMP,Protein Coding
ONECUT1,TF
ONECUT2,TF
ONECUT3,TF
OOEP,Protein Coding
OOEP-AS1,lncRNA
OOEPP1,Pseudogene
OOEPP2,Pseudogene
OOSP1,Protein Coding
OOSP1P1,Pseudogene
OOSP1P2,Pseudogene
OOSP2,Protein Coding
OOSP3,Protein Coding
OOSP4A,Protein Coding
OOSP4B,Protein Coding
OPA1,Protein Coding
OPA1-AS1,lncRNA
OPA3,Protein Coding
OPALIN,Protein Coding
OPCML,Protein Coding
OPCML-IT1,lncRNA
OPCML-IT2,lncRNA
OPHN1,Protein Coding
OPLAH,Protein Coding
OPN1LW,Protein Coding
OPN1MW,Protein Coding
OPN1MW2,Protein Coding
OPN1MW3,Protein Coding
OPN1SW,Protein Coding
OPN3,Protein Coding
OPN4,Protein Coding
OPN5,Protein Coding
OPRD1,Protein Coding
OPRK1,Protein Coding
OPRL1,Protein Coding
OPRM1,Protein Coding
OPRPN,Protein Coding
OPTC,Protein Coding
OPTN,TF
OR1A1,Protein Coding
OR1A2,Protein Coding
OR1AA1P,Pseudogene
OR1AB1P,Pseudogene
OR1AC1P,Pseudogene
OR1B1,Protein Coding
OR1C1,Protein Coding
OR1D2,Protein Coding
OR1D3P,Pseudogene
OR1D4,Protein Coding
OR1D5,Protein Coding
OR1E1,Protein Coding
OR1E2,Protein Coding
OR1E3,Protein Coding
OR1F1,Protein Coding
OR1F2P,Pseudogene
OR1F12P,Pseudogene
OR1G1,Protein Coding
OR1H1P,Pseudogene
OR1I1,Protein Coding
OR1J1,Protein Coding
OR1J2,Protein Coding
OR1J4,Protein Coding
OR1K1,Protein Coding
OR1L1,Protein Coding
OR1L3,Protein Coding
OR1L4,Protein Coding
OR1L6,Protein Coding
OR1L8,Protein Coding
OR1M1,Protein Coding
OR1M4P,Pseudogene
OR1N1,Protein Coding
OR1N2,Protein Coding
OR1P1,Protein Coding
OR1Q1,Protein Coding
OR1Q1BP,Pseudogene
OR1R1P,Pseudogene
OR1S1,Protein Coding
OR1S2,Protein Coding
OR1X1P,Pseudogene
OR1X5P,Pseudogene
OR2A1,Protein Coding
OR2A1-AS1,lncRNA
OR2A2,Protein Coding
OR2A3P,Pseudogene
OR2A4,Protein Coding
OR2A5,Protein Coding
OR2A7,Protein Coding
OR2A9P,Pseudogene
OR2A12,Protein Coding
OR2A13P,Pseudogene
OR2A14,Protein Coding
OR2A15P,Pseudogene
OR2A20P,Pseudogene
OR2A25,Protein Coding
OR2A41P,Pseudogene
OR2A42,Protein Coding
OR2AD1P,Pseudogene
OR2AE1,Protein Coding
OR2AF1P,Pseudogene
OR2AG1,Protein Coding
OR2AG2,Protein Coding
OR2AH1P,Pseudogene
OR2AI1P,Pseudogene
OR2AJ1,Protein Coding
OR2AK2,Protein Coding
OR2AL1P,Pseudogene
OR2AM1P,Pseudogene
OR2AO1P,Pseudogene
OR2AP1,Protein Coding
OR2AQ1P,Pseudogene
OR2AS1P,Pseudogene
OR2AS2P,Pseudogene
OR2AT1P,Pseudogene
OR2AT2P,Pseudogene
OR2AT4,Protein Coding
OR2B2,Protein Coding
OR2B3,Protein Coding
OR2B4P,Pseudogene
OR2B6,Protein Coding
OR2B7P,Pseudogene
OR2B8P,Pseudogene
OR2B11,Protein Coding
OR2BH1P,Pseudogene
OR2C1,Protein Coding
OR2C3,Protein Coding
OR2D2,Protein Coding
OR2D3,Protein Coding
OR2E1P,Pseudogene
OR2F1,Protein Coding
OR2F2,Protein Coding
OR2G1P,Pseudogene
OR2G2,Protein Coding
OR2G3,Protein Coding
OR2G6,Protein Coding
OR2H1,Protein Coding
OR2H2,Protein Coding
OR2H4P,Pseudogene
OR2H5P,Pseudogene
OR2I1P,Pseudogene
OR2J1,Protein Coding
OR2J2,Protein Coding
OR2J3,Protein Coding
OR2J4P,Pseudogene
OR2K2,Protein Coding
OR2L1P,Pseudogene
OR2L2,Protein Coding
OR2L3,Protein Coding
OR2L5,Protein Coding
OR2L6P,Pseudogene
OR2L8,Protein Coding
OR2L9P,Pseudogene
OR2L13,Protein Coding
OR2M1P,Pseudogene
OR2M2,Protein Coding
OR2M3,Protein Coding
OR2M4,Protein Coding
OR2M5,Protein Coding
OR2M7,Protein Coding
OR2N1P,Pseudogene
OR2P1P,Pseudogene
OR2Q1P,Pseudogene
OR2R1P,Pseudogene
OR2S1P,Pseudogene
OR2S2,Protein Coding
OR2T1,Protein Coding
OR2T2,Protein Coding
OR2T3,Protein Coding
OR2T4,Protein Coding
OR2T5,Protein Coding
OR2T6,Protein Coding
OR2T7,Protein Coding
OR2T8,Protein Coding
OR2T10,Protein Coding
OR2T11,Protein Coding
OR2T12,Protein Coding
OR2T27,Protein Coding
OR2T29,Protein Coding
OR2T32P,Pseudogene
OR2T33,Protein Coding
OR2T34,Protein Coding
OR2T35,Protein Coding
OR2U1P,Pseudogene
OR2U2P,Pseudogene
OR2V1,Protein Coding
OR2V2,Protein Coding
OR2W1,Protein Coding
OR2W1-AS1,lncRNA
OR2W2P,Pseudogene
OR2W3,Protein Coding
OR2W4P,Pseudogene
OR2W5P,Pseudogene
OR2W6P,Pseudogene
OR2X1P,Pseudogene
OR2Y1,Protein Coding
OR2Z1,Protein Coding
OR3A1,Protein Coding
OR3A2,Protein Coding
OR3A3,Protein Coding
OR3A4P,Pseudogene
OR3A5P,Pseudogene
OR3B1P,Pseudogene
OR3D1P,Pseudogene
OR4A1P,Pseudogene
OR4A2P,Pseudogene
OR4A3P,Pseudogene
OR4A4P,Pseudogene
OR4A5,Protein Coding
OR4A6P,Pseudogene
OR4A7P,Pseudogene
OR4A8,Protein Coding
OR4A9P,Pseudogene
OR4A10P,Pseudogene
OR4A11P,Pseudogene
OR4A12P,Pseudogene
OR4A13P,Pseudogene
OR4A14P,Pseudogene
OR4A15,Protein Coding
OR4A16,Protein Coding
OR4A17P,Pseudogene
OR4A18P,Pseudogene
OR4A19P,Pseudogene
OR4A21P,Pseudogene
OR4A40P,Pseudogene
OR4A41P,Pseudogene
OR4A42P,Pseudogene
OR4A43P,Pseudogene
OR4A44P,Pseudogene
OR4A45P,Pseudogene
OR4A46P,Pseudogene
OR4A47,Protein Coding
OR4A48P,Pseudogene
OR4A49P,Pseudogene
OR4A50P,Pseudogene
OR4B1,Protein Coding
OR4B2P,Pseudogene
OR4C1P,Pseudogene
OR4C2P,Pseudogene
OR4C3,Protein Coding
OR4C4P,Pseudogene
OR4C5,Protein Coding
OR4C6,Protein Coding
OR4C7P,Pseudogene
OR4C9P,Pseudogene
OR4C10P,Pseudogene
OR4C11,Protein Coding
OR4C12,Protein Coding
OR4C13,Protein Coding
OR4C14P,Pseudogene
OR4C15,Protein Coding
OR4C16,Protein Coding
OR4C45,Protein Coding
OR4C46,Protein Coding
OR4C48P,Pseudogene
OR4C49P,Pseudogene
OR4C50P,Pseudogene
OR4D1,Protein Coding
OR4D2,Protein Coding
OR4D5,Protein Coding
OR4D6,Protein Coding
OR4D7P,Pseudogene
OR4D8P,Pseudogene
OR4D9,Protein Coding
OR4D10,Protein Coding
OR4D11,Protein Coding
OR4E1,Protein Coding
OR4E2,Protein Coding
OR4F1P,Pseudogene
OR4F2P,Pseudogene
OR4F3,Protein Coding
OR4F4,Protein Coding
OR4F5,Protein Coding
OR4F6,Protein Coding
OR4F7P,Pseudogene
OR4F8BP,Pseudogene
OR4F8P,Pseudogene
OR4F13P,Pseudogene
OR4F14P,Pseudogene
OR4F15,Protein Coding
OR4F16,Protein Coding
OR4F17,Protein Coding
OR4F21,Protein Coding
OR4F28P,Pseudogene
OR4F29,Protein Coding
OR4G1P,Pseudogene
OR4G2P,Pseudogene
OR4G3P,Pseudogene
OR4G4P,Pseudogene
OR4G6P,Pseudogene
OR4G11P,Pseudogene
OR4H6BP,Pseudogene
OR4H6P,Pseudogene
OR4H12P,Pseudogene
OR4K1,Protein Coding
OR4K2,Protein Coding
OR4K3,Protein Coding
OR4K4P,Pseudogene
OR4K5,Protein Coding
OR4K6P,Pseudogene
OR4K7P,Pseudogene
OR4K8P,Pseudogene
OR4K11P,Pseudogene
OR4K12P,Pseudogene
OR4K13,Protein Coding
OR4K14,Protein Coding
OR4K15,Protein Coding
OR4K16P,Pseudogene
OR4K17,Protein Coding
OR4L1,Protein Coding
OR4M1,Protein Coding
OR4M2,Protein Coding
OR4M2-OT1,lncRNA
OR4M2B,Protein Coding
OR4N1P,Pseudogene
OR4N2,Protein Coding
OR4N3BP,Pseudogene
OR4N3P,Pseudogene
OR4N4,Protein Coding
OR4N4C,Protein Coding
OR4N5,Protein Coding
OR4P1P,Pseudogene
OR4P4,Protein Coding
OR4Q1P,Pseudogene
OR4Q2,Protein Coding
OR4Q3,Protein Coding
OR4R1P,Pseudogene
OR4R2P,Pseudogene
OR4R3P,Pseudogene
OR4S1,Protein Coding
OR4S2,Protein Coding
OR4T1P,Pseudogene
OR4U1P,Pseudogene
OR4V1P,Pseudogene
OR4W1P,Pseudogene
OR4X1,Protein Coding
OR4X2,Protein Coding
OR4X7P,Pseudogene
OR5A1,Protein Coding
OR5A2,Protein Coding
OR5AC1,Protein Coding
OR5AC2,Protein Coding
OR5AC4P,Pseudogene
OR5AH1P,Pseudogene
OR5AK1P,Pseudogene
OR5AK2,Protein Coding
OR5AK3P,Pseudogene
OR5AK4P,Pseudogene
OR5AL1,Protein Coding
OR5AL2P,Pseudogene
OR5AM1P,Pseudogene
OR5AN1,Protein Coding
OR5AN2P,Pseudogene
OR5AO1P,Pseudogene
OR5AP1P,Pseudogene
OR5AP2,Protein Coding
OR5AQ1P,Pseudogene
OR5AR1,Protein Coding
OR5AS1,Protein Coding
OR5AU1,Protein Coding
OR5AW1P,Pseudogene
OR5AZ1P,Pseudogene
OR5B1P,Pseudogene
OR5B2,Protein Coding
OR5B3,Protein Coding
OR5B10P,Pseudogene
OR5B12,Protein Coding
OR5B15P,Pseudogene
OR5B17,Protein Coding
OR5B19P,Pseudogene
OR5B21,Protein Coding
OR5BA1P,Pseudogene
OR5BB1P,Pseudogene
OR5BC1P,Pseudogene
OR5BD1P,Pseudogene
OR5BE1P,Pseudogene
OR5BH1P,Pseudogene
OR5BJ1P,Pseudogene
OR5BK1P,Pseudogene
OR5BL1P,Pseudogene
OR5BM1P,Pseudogene
OR5BN1P,Pseudogene
OR5BN2P,Pseudogene
OR5BP1P,Pseudogene
OR5BQ1P,Pseudogene
OR5BR1P,Pseudogene
OR5BS1P,Pseudogene
OR5BT1P,Pseudogene
OR5C1,Protein Coding
OR5D2P,Pseudogene
OR5D3P,Pseudogene
OR5D13,Protein Coding
OR5D14,Protein Coding
OR5D15P,Pseudogene
OR5D16,Protein Coding
OR5D17P,Pseudogene
OR5D18,Protein Coding
OR5E1P,Pseudogene
OR5F1,Protein Coding
OR5F2P,Pseudogene
OR5G1P,Pseudogene
OR5G3,Protein Coding
OR5G4P,Pseudogene
OR5G5P,Pseudogene
OR5H1,Protein Coding
OR5H2,Protein Coding
OR5H3P,Pseudogene
OR5H4P,Pseudogene
OR5H5P,Pseudogene
OR5H6,Protein Coding
OR5H7P,Pseudogene
OR5H8,Protein Coding
OR5H14,Protein Coding
OR5H15,Protein Coding
OR5I1,Protein Coding
OR5J1P,Pseudogene
OR5J2,Protein Coding
OR5J7P,Pseudogene
OR5K1,Protein Coding
OR5K2,Protein Coding
OR5K3,Protein Coding
OR5K4,Protein Coding
OR5L1,Protein Coding
OR5L2,Protein Coding
OR5M1,Protein Coding
OR5M2P,Pseudogene
OR5M3,Protein Coding
OR5M4P,Pseudogene
OR5M5P,Pseudogene
OR5M6P,Pseudogene
OR5M7P,Pseudogene
OR5M8,Protein Coding
OR5M9,Protein Coding
OR5M10,Protein Coding
OR5M11,Protein Coding
OR5M12P,Pseudogene
OR5M13P,Pseudogene
OR5M14P,Pseudogene
OR5P1P,Pseudogene
OR5P2,Protein Coding
OR5P3,Protein Coding
OR5P4P,Pseudogene
OR5S1P,Pseudogene
OR5T1,Protein Coding
OR5T2,Protein Coding
OR5T3,Protein Coding
OR5V1,Protein Coding
OR5W1P,Pseudogene
OR5W2,Protein Coding
OR6A2,Protein Coding
OR6B1,Protein Coding
OR6B2,Protein Coding
OR6B3,Protein Coding
OR6C1,Protein Coding
OR6C2,Protein Coding
OR6C3,Protein Coding
OR6C4,Protein Coding
OR6C5P,Pseudogene
OR6C6,Protein Coding
OR6C7P,Pseudogene
OR6C64P,Pseudogene
OR6C65,Protein Coding
OR6C66P,Pseudogene
OR6C68,Protein Coding
OR6C69P,Pseudogene
OR6C70,Protein Coding
OR6C71P,Pseudogene
OR6C72P,Pseudogene
OR6C73P,Pseudogene
OR6C74,Protein Coding
OR6C75,Protein Coding
OR6C76,Protein Coding
OR6D1P,Pseudogene
OR6E1P,Pseudogene
OR6F1,Protein Coding
OR6J1,Protein Coding
OR6K1P,Pseudogene
OR6K2,Protein Coding
OR6K3,Protein Coding
OR6K4P,Pseudogene
OR6K5P,Pseudogene
OR6K6,Protein Coding
OR6L1P,Pseudogene
OR6L2P,Pseudogene
OR6M1,Protein Coding
OR6M2P,Pseudogene
OR6M3P,Pseudogene
OR6N1,Protein Coding
OR6N2,Protein Coding
OR6P1,Protein Coding
OR6Q1,Protein Coding
OR6R1P,Pseudogene
OR6R2P,Pseudogene
OR6S1,Protein Coding
OR6T1,Protein Coding
OR6U2P,Pseudogene
OR6V1,Protein Coding
OR6W1P,Pseudogene
OR6X1,Protein Coding
OR6Y1,Protein Coding
OR7A1P,Pseudogene
OR7A2P,Pseudogene
OR7A3P,Pseudogene
OR7A5,Protein Coding
OR7A8P,Pseudogene
OR7A10,Protein Coding
OR7A11P,Pseudogene
OR7A15P,Pseudogene
OR7A17,Protein Coding
OR7A18P,Pseudogene
OR7A19P,Pseudogene
OR7C1,Protein Coding
OR7C2,Protein Coding
OR7D1P,Pseudogene
OR7D2,Protein Coding
OR7D4,Protein Coding
OR7D11P,Pseudogene
OR7E1P,Pseudogene
OR7E2P,Pseudogene
OR7E4P,Pseudogene
OR7E5P,Pseudogene
OR7E7P,Pseudogene
OR7E8P,Pseudogene
OR7E10P,Pseudogene
OR7E11P,Pseudogene
OR7E12P,Pseudogene
OR7E13P,Pseudogene
OR7E14P,Pseudogene
OR7E15P,Pseudogene
OR7E16P,Pseudogene
OR7E18P,Pseudogene
OR7E19P,Pseudogene
OR7E21P,Pseudogene
OR7E22P,Pseudogene
OR7E23P,Pseudogene
OR7E24,Protein Coding
OR7E25P,Pseudogene
OR7E26P,Pseudogene
OR7E28P,Pseudogene
OR7E29P,Pseudogene
OR7E31P,Pseudogene
OR7E33P,Pseudogene
OR7E35P,Pseudogene
OR7E36P,Pseudogene
OR7E37P,Pseudogene
OR7E38P,Pseudogene
OR7E39P,Pseudogene
OR7E41P,Pseudogene
OR7E43P,Pseudogene
OR7E46P,Pseudogene
OR7E47P,Pseudogene
OR7E53P,Pseudogene
OR7E55P,Pseudogene
OR7E59P,Pseudogene
OR7E62P,Pseudogene
OR7E66P,Pseudogene
OR7E83P,Pseudogene
OR7E84P,Pseudogene
OR7E85BP,Pseudogene
OR7E85P,Pseudogene
OR7E86P,Pseudogene
OR7E87P,Pseudogene
OR7E89P,Pseudogene
OR7E90P,Pseudogene
OR7E91P,Pseudogene
OR7E93P,Pseudogene
OR7E94P,Pseudogene
OR7E96P,Pseudogene
OR7E97P,Pseudogene
OR7E99P,Pseudogene
OR7E100P,Pseudogene
OR7E101P,Pseudogene
OR7E102P,Pseudogene
OR7E103P,Pseudogene
OR7E104P,Pseudogene
OR7E105P,Pseudogene
OR7E106P,Pseudogene
OR7E108P,Pseudogene
OR7E109P,Pseudogene
OR7E110P,Pseudogene
OR7E111FP,Pseudogene
OR7E111P,Pseudogene
OR7E115P,Pseudogene
OR7E116P,Pseudogene
OR7E117P,Pseudogene
OR7E121P,Pseudogene
OR7E122P,Pseudogene
OR7E125P,Pseudogene
OR7E126P,Pseudogene
OR7E128P,Pseudogene
OR7E129P,Pseudogene
OR7E130P,Pseudogene
OR7E136P,Pseudogene
OR7E140P,Pseudogene
OR7E145P,Pseudogene
OR7E148P,Pseudogene
OR7E149P,Pseudogene
OR7E154P,Pseudogene
OR7E155P,Pseudogene
